agent_id,name,category_or_expert_in,aaf_edit_url,aaf_public_url,short_description,tools,visibility_status,public_safe_status,qa_status,duplicate_possible,notes
4ae83696-cde8-4d12-932e-e809acf11073,"InvestIQ","investigation planning, scoping, and source mapping","https://chat.actualarmor.com/agent/4ae83696-cde8-4d12-932e-e809acf11073","UNKNOWN","Helps define investigation scope, hypotheses, source plans, and review checkpoints for human-led workflows.","webSearch, webContent, http, createTable",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
496339e8-b817-4948-85a1-16c3dcb54bd8,"ChronoTrace","timeline reconstruction and source organization","https://chat.actualarmor.com/agent/496339e8-b817-4948-85a1-16c3dcb54bd8","UNKNOWN","Reconstructs event timelines from user-provided and public-safe sources.","webSearch, webContent, http",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
9a87f236-c818-40e9-a733-56d61d895871,"Crisis Dashboard Reporter","Crisis Intelligence Analyst","https://chat.actualarmor.com/agent/9a87f236-c818-40e9-a733-56d61d895871","UNKNOWN","Provides rapid intelligence briefings on global crises from the last 24 hours, triaging reports into verified, unconfirmed, and false categories.","createTable, webSearch, webContent, http, apidojo_tweet_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
33a357de-2fd6-4d53-8b23-c58d264f6cd0,"Learning Report Generator","Digital Media Forensics Analyst","https://chat.actualarmor.com/agent/33a357de-2fd6-4d53-8b23-c58d264f6cd0","UNKNOWN","Conducts deep forensic analysis on the lifecycle of media narratives, tracing origins, spread, and debunking efforts to create structured educational reports.","createTable, webSearch, webContent, http, video-transcribe, apify_facebook_posts_scraper, clockworks_tiktok_scraper, apidojo_tweet_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
e3b43a55-2d1e-49b3-9823-d981f1e994de,"Student Claim Checker","Expert Digital Literacy and Media Investigator","https://chat.actualarmor.com/agent/e3b43a55-2d1e-49b3-9823-d981f1e994de","UNKNOWN","An expert digital literacy mentor guiding users step-by-step to verify online claims using investigative techniques and fact-checking tools.","webSearch, webContent, video-transcribe, apify_instagram_scraper, apify_facebook_posts_scraper, streamers_youtube_scraper, apidojo_tweet_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
5a1066cd-ad7f-455d-a0a9-80c675dbf5f8,"Financial Counter-Narrative Analyst","Institutional Financial Researcher & Misinformation Debunker","https://chat.actualarmor.com/agent/5a1066cd-ad7f-455d-a0a9-80c675dbf5f8","UNKNOWN","An elite financial researcher dedicated to dismantling market misinformation, rumors, and misleading economic narratives using objective, data-backed analysis.","createTable, webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
13962f9a-4f59-4e34-9bc6-da5b85dfd540,"Counter-Messaging Generator","Strategic Communications and Fact-Checking Specialist","https://chat.actualarmor.com/agent/13962f9a-4f59-4e34-9bc6-da5b85dfd540","UNKNOWN","Neutralizes manipulative political narratives by generating calm, factual, and concise counter-messages based on objective research.","webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
b1329779-2f12-4006-80c3-af51c9b85d5d,"OSINT War Claim Verifier","OSINT Analyst & Armed Conflict Verification Expert","https://chat.actualarmor.com/agent/b1329779-2f12-4006-80c3-af51c9b85d5d","UNKNOWN","An elite Open-Source Intelligence (OSINT) Analyst agent that critically evaluates and verifies military and battlefield claims using open-source data and strict neutrality.","createBarChart, createTable, webSearch, webContent, http, mini-javascript-execution, python-execution, video-transcribe, apify_facebook_posts_scraper, clockworks_tiktok_scraper, streamers_youtube_scraper, apidojo_tweet_scraper, channels_search, group_info, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
672b5a86-2620-4677-8cd6-8579775f281b,"YouTube Defense Interview Analyst","Media and Propaganda Analyst","https://chat.actualarmor.com/agent/672b5a86-2620-4677-8cd6-8579775f281b","UNKNOWN","Expert Media and Propaganda Analyst specializing in deconstructing YouTube defense and security interviews for factual claims, emotional framing, and propaganda cues.","webSearch, webContent, video-transcribe, streamers_youtube_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
f1c1d369-82c7-48c4-b4a3-ec3af12093c8,"OSINT Disinformation Analyst","Disinformation Analyst & OSINT Specialist","https://chat.actualarmor.com/agent/f1c1d369-82c7-48c4-b4a3-ec3af12093c8","UNKNOWN","Elite OSINT agent specializing in detecting, tracking, and analyzing coordinated disinformation narratives across public platforms.","createBarChart, createTable, webSearch, webContent, apify_facebook_posts_scraper, apidojo_tweet_scraper, channels_search, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
9b028042-4c7c-45f2-a813-3f6272dced7c,"Corporate Reputation Analyst","OSINT & Public Signal Intelligence Expert","https://chat.actualarmor.com/agent/9b028042-4c7c-45f2-a813-3f6272dced7c","UNKNOWN","Analyzes public signals across news, forums, and review platforms to provide evidence-backed corporate reputation snapshots.","webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
3caa0f90-254b-4437-9ab9-d58edde0f2d6,"Strategic Red Flag Summarizer","Intelligence Analyst & Risk Compression Expert","https://chat.actualarmor.com/agent/3caa0f90-254b-4437-9ab9-d58edde0f2d6","UNKNOWN","Elite intelligence agent that distills dense due diligence materials and reports into highly actionable, prioritized risk summaries.","createTable, webContent, http, webSearch",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
095b28f1-8241-409c-b6e2-5b1d5f9e8e20,"Founding Team OSINT Analyst","OSINT Due Diligence Analyst","https://chat.actualarmor.com/agent/095b28f1-8241-409c-b6e2-5b1d5f9e8e20","UNKNOWN","An elite due diligence AI that investigates founders and core operators, assessing professional credibility, digital footprint consistency, and hidden risks.","webSearch, webContent, dev_fusion_linkedin_profile_scraper, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
902ba7b1-a45c-4d8e-bd02-6ace9ba1f571,"Executive Authority Auditor","Strategic Intelligence & Credibility Auditor","https://chat.actualarmor.com/agent/902ba7b1-a45c-4d8e-bd02-6ace9ba1f571","UNKNOWN","Rigorously verifies the credibility and claims of executives and advisors by cross-referencing their public digital footprint.","webSearch, webContent, dev_fusion_linkedin_profile_scraper, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
d11a0c04-00b2-41a8-a043-51e4ba7c838f,"Strategic Scenario Synthesizer","Strategic Scenario Synthesizer & Intelligence Forecaster","https://chat.actualarmor.com/agent/d11a0c04-00b2-41a8-a043-51e4ba7c838f","UNKNOWN","Provides executive leadership with multi-scenario intelligence forecasts, probability scores, and actionable strategic recommendations for volatile geopolitical and market events.","createBarChart, createTable, webSearch, webContent, python-execution",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
1de980a8-556e-4514-82d9-4f19f9e86332,"Continuous Actor Monitoring Protocol (CAMP)","Intelligence & Risk Assessment Analyst","https://chat.actualarmor.com/agent/1de980a8-556e-4514-82d9-4f19f9e86332","UNKNOWN","Elite intelligence and risk assessment agent that continuously tracks threat actors, competitors, and persons of interest by comparing real-time web and social data against historical baselines.","createLineChart, createTable, webSearch, webContent, python-execution, apify_facebook_posts_scraper, dev_fusion_linkedin_profile_scraper, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
f0edb164-36fe-4b3d-8f32-e639fefa5713,"Automated Deep-Dive Investigator","Elite OSINT & Threat Intelligence Analyst","https://chat.actualarmor.com/agent/f0edb164-36fe-4b3d-8f32-e639fefa5713","UNKNOWN","Orchestrates end-to-end automated OSINT investigations, executing cascading data extraction, entity correlation, and structural reporting from a single seed.","createTable, webSearch, webContent, http, python-execution, apify_facebook_posts_scraper, dev_fusion_linkedin_profile_scraper, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
2c27cc8d-3536-46ad-be00-7cff39f6ff69,"Hidden Distress Indicator Agent","Elite AI Risk Analyst","https://chat.actualarmor.com/agent/2c27cc8d-3536-46ad-be00-7cff39f6ff69","UNKNOWN","Analyzes alternative data like job postings, executive stability, and regulatory filings to provide early warnings of corporate financial distress for supply chain and investment risk mitigation.","createBarChart, createTable, webSearch, webContent, http, python-execution, crawlworks_linkedin_job_scraper, dev_fusion_linkedin_profile_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
dbed025d-6fb2-466b-ae31-8ecff133600e,"Pre-Viral Controversy Alert Agent","Crisis Detection & Reputation Risk Analyst","https://chat.actualarmor.com/agent/dbed025d-6fb2-466b-ae31-8ecff133600e","UNKNOWN","An elite AI crisis-detection system that monitors and analyzes early signals of brand or executive reputational damage before they go viral.","createLineChart, createTable, webSearch, webContent, apify_instagram_scraper, clockworks_tiktok_scraper, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
b7ea532e-9c9e-4ffd-bb85-92e992a433a2,"Real-Time Sanctions Monitor","Compliance and Risk-Flagging Expert","https://chat.actualarmor.com/agent/b7ea532e-9c9e-4ffd-bb85-92e992a433a2","UNKNOWN","Continuously monitors business partners and prospects against global sanctions and watchlists using fuzzy matching and compliance reporting.","createTable, python-execution, http",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
ddd0d4f4-5215-46a5-9190-e79972a3d964,"Covert Corporate Alliance Tracker","Competitive Intelligence & M&A Advisory AI Agent","https://chat.actualarmor.com/agent/ddd0d4f4-5215-46a5-9190-e79972a3d964","UNKNOWN","An elite competitive intelligence and M&A advisory agent that uncovers hidden partnerships and market consolidation signals.","createTable, webSearch, webContent",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
46df985a-4e62-4b5d-b69c-eb729f7be1eb,"Political Exposure & PEP Network Mapping Agent","Expert Compliance Intelligence AI & PEP Network Analyst","https://chat.actualarmor.com/agent/46df985a-4e62-4b5d-b69c-eb729f7be1eb","UNKNOWN","Maps the influence networks of Politically Exposed Persons (PEPs) to identify conflicts of interest, ensure anti-bribery compliance, and mitigate reputational risks.","createTable, webSearch, webContent, python-execution",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
4c0992b3-ef34-48de-95c6-046edd803500,"Covert Supply Chain Risk Map Agent","Supply Chain Risk & Network Intelligence Analyst","https://chat.actualarmor.com/agent/4c0992b3-ef34-48de-95c6-046edd803500","UNKNOWN","Specialized supply chain intelligence AI designed to uncover hidden dependencies, chokepoints, and vulnerabilities in multi-tier supply networks up to Tier 3.","createTable, webSearch, webContent, http, python-execution",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
ec1604de-21f4-4508-a8a6-85f6de6fdac6,"Executive Digital Footprint Auditor","Reputation Intelligence and OSINT Specialist","https://chat.actualarmor.com/agent/ec1604de-21f4-4508-a8a6-85f6de6fdac6","UNKNOWN","An elite OSINT and Reputation Intelligence agent that audits the historical digital footprints of incoming executives to uncover hidden PR risks and controversial content.","createPieChart, createTable, webSearch, webContent, http, python-execution, apify_instagram_scraper, apify_facebook_posts_scraper, clockworks_tiktok_profile_scraper, dev_fusion_linkedin_profile_scraper, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
b5fed062-85e7-41de-bc91-60d6c7c3d1ba,"Third-Party Reputational Contagion Monitor","Reputation Intelligence & Association Risk Expert","https://chat.actualarmor.com/agent/b5fed062-85e7-41de-bc91-60d6c7c3d1ba","UNKNOWN","Proactively assesses and scores reputational risks of partners, vendors, or M&A targets by analyzing global media and social sentiment to prevent guilt by association.","createBarChart, createTable, webSearch, webContent, apidojo_tweet_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
e37e9e6d-fe25-4815-8fab-499d2498ce30,"Deep Web & Dark Web Exposure Scan Agent","Cybersecurity Threat Intelligence Assistant","https://chat.actualarmor.com/agent/e37e9e6d-fe25-4815-8fab-499d2498ce30","UNKNOWN","An elite cybersecurity threat intelligence assistant that proactively detects leaked documents, compromised credentials, and malicious chatter to provide actionable early-warning alerts.","createPieChart, createTable, webSearch, http, python-execution, apidojo_tweet_scraper, channels_search, messages_channel",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
ccd5fbf0-7065-4a8c-b4b5-cf1936a3a698,"Disinformation Threat Detector","Elite Intelligence Analyst & Disinformation Threat Detector","https://chat.actualarmor.com/agent/ccd5fbf0-7065-4a8c-b4b5-cf1936a3a698","UNKNOWN","Detects and analyzes coordinated disinformation campaigns, hostile narratives, and bot activity targeting organizations or individuals.","createLineChart, createTable, webSearch, webContent, apify_facebook_posts_scraper, clockworks_tiktok_scraper, streamers_youtube_scraper, apidojo_tweet_scraper, channels_search, channel_mentions",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
0084f232-6fb0-409d-ac3b-c0efba1f76e6,"Global Brand Sentiment Tracker","Elite Reputation Intelligence & PR Risk Analyst","https://chat.actualarmor.com/agent/0084f232-6fb0-409d-ac3b-c0efba1f76e6","UNKNOWN","Monitors global media and social sentiment in real-time, providing actionable intelligence and visual PR risk dashboards for executives.","createPieChart, createBarChart, createTable, webSearch, webContent, apidojo_tweet_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
a74f1e47-5d57-4fdf-9675-2c0c616644ed,"Deal Room Compliance Dossier Agent","M&A Due Diligence & Corporate Risk Expert","https://chat.actualarmor.com/agent/a74f1e47-5d57-4fdf-9675-2c0c616644ed","UNKNOWN","An elite AI agent specialized in M&A due diligence that automatically aggregates compliance data, scores risks, visualizes findings, and generates immutable, board-ready corporate dossiers.","createPieChart, createBarChart, createTable, webSearch, webContent, http, python-execution",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
08a6a494-dad1-412f-be1c-ed82f0353f13,"Target Company Litigation Scan Agent","Expert Legal Intelligence & M&A Due Diligence Agent","https://chat.actualarmor.com/agent/08a6a494-dad1-412f-be1c-ed82f0353f13","UNKNOWN","Specializes in discovering, analyzing, and summarizing lawsuits, patent disputes, regulatory actions, and fines to support M&A due diligence.","createTable, webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
775f70a5-1b48-48fb-b94e-84ccaaf20981,"Wealth & Asset Tracing Agent","Elite Due Diligence & Asset Tracing Investigator","https://chat.actualarmor.com/agent/775f70a5-1b48-48fb-b94e-84ccaaf20981","UNKNOWN","Elite due diligence investigator that traces and verifies the wealth, assets, and liabilities of high-net-worth individuals to mitigate fraud risk.","createPieChart, webSearch, webContent, mini-javascript-execution, python-execution, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
cf9c68f7-3094-41fe-bf48-5b0b4ffe34da,"Pre-MnA-Risk-Assessor","M&A Executive Due Diligence Specialist","https://chat.actualarmor.com/agent/cf9c68f7-3094-41fe-bf48-5b0b4ffe34da","UNKNOWN","Performs comprehensive due diligence on key executives prior to M&A, identifying hidden legal liabilities, bankruptcies, reputational red flags, and compliance risks.","createTable, webSearch, webContent, http, dev_fusion_linkedin_profile_scraper, apidojo_tweet_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
e2ab9c4c-8ba9-467e-ac08-9d52756a9c08,"Supply Chain & Partner Sanctions Check","Supply Chain Compliance & Risk Analyst","https://chat.actualarmor.com/agent/e2ab9c4c-8ba9-467e-ac08-9d52756a9c08","UNKNOWN","Automated vendor vetting agent that cross-references global watchlists to detect sanctions risks and ensure supply chain compliance.","createPieChart, createTable, webSearch, http, python-execution",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
8f11d4d0-21de-42d5-aaf9-087a17b40362,"UBO Shell Company Unmasking Agent","Due Diligence & KYC/AML Compliance Expert","https://chat.actualarmor.com/agent/8f11d4d0-21de-42d5-aaf9-087a17b40362","UNKNOWN","Advanced Due Diligence AI that uncovers Ultimate Beneficial Owners (UBOs), maps complex corporate structures, and flags KYC/AML compliance risks.","webSearch, webContent, python-execution, createTable, createBarChart",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
4d710c77-a20c-4e0e-b02a-7653975e5d45,"Global OSINT","","https://chat.actualarmor.com/agent/4d710c77-a20c-4e0e-b02a-7653975e5d45","UNKNOWN","Your personal digital detective. Uncovers hidden connections, leaks, and tech stacks for any target you provide","Instagram, Facebook, TikTok, YouTube, LinkedIn, X, Telegram, webContent, webSearch, video-transcribe",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
69ccb85b-c76a-415b-9d2f-1b4c1eb3f9ef,"Social Media Scanner","","https://chat.actualarmor.com/agent/69ccb85b-c76a-415b-9d2f-1b4c1eb3f9ef","UNKNOWN","Maps digital footprints, analyzes social behavior, and uncovers hidden connections with legal precision and a cyber-stalker aesthetic.","Instagram, Facebook, TikTok, YouTube, LinkedIn, X, Telegram, webContent, webSearch, createTable, createLineChart, createBarChart, createPieChart",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
f7f2e521-a69f-46de-a28e-001f7c6fd889,"Telegram Scanner","","https://chat.actualarmor.com/agent/f7f2e521-a69f-46de-a28e-001f7c6fd889","UNKNOWN","Perform deep reconnaissance on Telegram identifiers and Dark Web sources, converting raw metadata into actionable intelligence on specific targets.","Telegram, createPieChart, createBarChart, createLineChart, createTable, webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
a7fece7e-f532-4d6e-95a0-80cede7b51fe,"OSINT Sensei","","https://chat.actualarmor.com/agent/a7fece7e-f532-4d6e-95a0-80cede7b51fe","UNKNOWN","An educational agent designed to rapidly upskill users in Open Source Intelligence (OSINT) methodology, terminology, tools, and reporting through a structured 20-minute micro-learning session.","Instagram, Facebook, TikTok, YouTube, X, LinkedIn, Telegram, webSearch, webContent, createLineChart, createBarChart, createPieChart, createTable, video-transcribe",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
34225502-9bd6-4da7-a5f6-296521286348,"PR Sensei","","https://chat.actualarmor.com/agent/34225502-9bd6-4da7-a5f6-296521286348","UNKNOWN","A specialized educational engine designed to rapidly upskill users in Public Relations (PR) methodology, media pitching, crisis communication, and brand strategy through interactive, mentor-led sessions.","Instagram, Facebook, TikTok, YouTube, LinkedIn, X, Telegram, webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
06718ca7-5c83-4fb0-87dc-fae39cdd27fc,"PR Architect","","https://chat.actualarmor.com/agent/06718ca7-5c83-4fb0-87dc-fae39cdd27fc","UNKNOWN","Drafts, structures, and optimizes professional press releases, media pitches, and official statements following strict journalistic (AP Style) standards.","webSearch, webContent, createPieChart, createBarChart, createLineChart, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
0df0d89e-6113-4fca-88d8-06aa02f1b484,"Reputation Guardian","","https://chat.actualarmor.com/agent/0df0d89e-6113-4fca-88d8-06aa02f1b484","UNKNOWN","Analyzes brand sentiment, identifies reputation risks, and formulates strategic responses to public relations challenges for Actual Armor.","Instagram, Facebook, TikTok, YouTube, LinkedIn, X, Telegram, webContent, webSearch, video-transcribe",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
0356feb7-1ab0-4242-b52a-6202f78ef055,"Pitch Critic","","https://chat.actualarmor.com/agent/0356feb7-1ab0-4242-b52a-6202f78ef055","UNKNOWN","Critiques media pitches, optimizes email subject lines, and simulates journalist reactions to increase press coverage probability.","createPieChart, createBarChart, createLineChart, createTable, webSearch, webContent, video-transcribe",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
2047865a-e982-4d14-a1ab-aa2496afcba1,"Disinfo Sensei","","https://chat.actualarmor.com/agent/2047865a-e982-4d14-a1ab-aa2496afcba1","UNKNOWN","A specialized educational engine designed to rapidly upskill users in media literacy, deepfake detection, source verification, and critical thinking through interactive, mentor-led sessions.","createPieChart, createBarChart, createLineChart, createTable, webSearch, webContent, video-transcribe",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
